id,source_dataset,source_record_id,variant_text,variant_text_normalized,phonetic_text,variant_pinyin,ipa,ipa_source,canonical_text,canonical_pinyin,canonical_ipa,variant_type,split,occurrence_count,duplicate_record_ids,input_text,input_ipa,input_text_ipa
codedlang:522:02,Crowd-AI-Lab/CodedLang,522,滴,滴,滴,di1,ti˥,generated_mandarin_tonal,的,de,tɤ,歧义同音词,train,102,"[""codedlang:544:01"", ""codedlang:546:01"", ""codedlang:552:01"", ""codedlang:557:01"", ""codedlang:558:01"", ""codedlang:559:01"", ""codedlang:563:01"", ""codedlang:566:01"", ""codedlang:568:01"", ""codedlang:569:01"", ""codedlang:570:01"", ""codedlang:571:01"", ""codedlang:572:01"", ""codedlang:573:01"", ""codedlang:586:01"", ""codedlang:587:01"", ""codedlang:589:01"", ""codedlang:590:01"", ""codedlang:592:01"", ""codedlang:593:01"", ""codedlang:597:01"", ""codedlang:599:01"", ""codedlang:600:01"", ""codedlang:604:01"", ""codedlang:607:01"", ""codedlang:610:01"", ""codedlang:613:01"", ""codedlang:622:01"", ""codedlang:625:01"", ""codedlang:635:01"", ""codedlang:637:01"", ""codedlang:638:01"", ""codedlang:641:01"", ""codedlang:643:01"", ""codedlang:644:01"", ""codedlang:647:01"", ""codedlang:648:01"", ""codedlang:649:01"", ""codedlang:651:01"", ""codedlang:654:01"", ""codedlang:659:01"", ""codedlang:662:01"", ""codedlang:663:01"", ""codedlang:666:01"", ""codedlang:669:01"", ""codedlang:671:01"", ""codedlang:674:03"", ""codedlang:677:01"", ""codedlang:678:01"", ""codedlang:682:01"", ""codedlang:683:01"", ""codedlang:684:01"", ""codedlang:688:01"", ""codedlang:691:01"", ""codedlang:692:01"", ""codedlang:699:01"", ""codedlang:701:01"", ""codedlang:702:01"", ""codedlang:704:01"", ""codedlang:710:01"", ""codedlang:714:01"", ""codedlang:725:01"", ""codedlang:730:01"", ""codedlang:733:01"", ""codedlang:734:01"", ""codedlang:742:01"", ""codedlang:744:01"", ""codedlang:745:02"", ""codedlang:751:01"", ""codedlang:753:01"", ""codedlang:754:01"", ""codedlang:755:01"", ""codedlang:757:01"", ""codedlang:772:01"", ""codedlang:777:01"", ""codedlang:781:01"", ""codedlang:782:01"", ""codedlang:786:01"", ""codedlang:790:01"", ""codedlang:802:01"", ""codedlang:808:01"", ""codedlang:809:01"", ""codedlang:814:01"", ""codedlang:816:01"", ""codedlang:822:01"", ""codedlang:823:01"", ""codedlang:824:01"", ""codedlang:826:01"", ""codedlang:827:01"", ""codedlang:832:01"", ""codedlang:833:01"", ""codedlang:838:01"", ""codedlang:840:01"", ""codedlang:845:01"", ""codedlang:846:01"", ""codedlang:854:01"", ""codedlang:859:02"", ""codedlang:860:02"", ""codedlang:863:01"", ""codedlang:864:01"", ""codedlang:876:02""]",[VARIANT] 滴,[IPA] ti˥,[VARIANT] 滴 [IPA] ti˥
codedlang:606:03,Crowd-AI-Lab/CodedLang,606,反suan水,反suan水,反suan水,fan3 suan shui3,fan˨˩˦ suan ʂuei˨˩˦,generated_mandarin_tonal,反酸水,fan3 suan1 shui3,fan˨˩˦ suan˥ ʂuei˨˩˦,语音替代,train,1,[],[VARIANT] 反suan水,[IPA] fan˨˩˦ suan ʂuei˨˩˦,[VARIANT] 反suan水 [IPA] fan˨˩˦ suan ʂuei˨˩˦
codedlang:608:01,Crowd-AI-Lab/CodedLang,608,gan,gan,gan,gan,kan,generated_mandarin_tonal,干,gan4,kan˥˩,语音替代,train,1,[],[VARIANT] gan,[IPA] kan,[VARIANT] gan [IPA] kan
codedlang:608:02,Crowd-AI-Lab/CodedLang,608,小标子曼,小标子曼,小标子曼,xiao3 biao1 zi man4,ɕiɑʊ˨˩˦ piɑʊ˥ tsɹ̩ man˥˩,generated_mandarin_tonal,小婊子们,xiao3 biao3 zi men,ɕiɑʊ˨˩˦ piɑʊ˨˩˦ tsɹ̩ mən,非词汇同音词,train,1,[],[VARIANT] 小标子曼,[IPA] ɕiɑʊ˨˩˦ piɑʊ˥ tsɹ̩ man˥˩,[VARIANT] 小标子曼 [IPA] ɕiɑʊ˨˩˦ piɑʊ˥ tsɹ̩ man˥˩
codedlang:618:01,Crowd-AI-Lab/CodedLang,618,mmp,mmp,mmp,mmp,ˌɛmˌɛmpˈiː,generated_mandarin_tonal,妈卖批,ma1 mai4 pi1,ma˥ mai˥˩ pʰi˥,语音替代,train,4,"[""codedlang:636:01"", ""codedlang:642:01"", ""codedlang:804:01""]",[VARIANT] mmp,[IPA] ˌɛmˌɛmpˈiː,[VARIANT] mmp [IPA] ˌɛmˌɛmpˈiː
codedlang:622:02,Crowd-AI-Lab/CodedLang,622,偶們,偶們,偶們,ou3 men,oʊ˨˩˦ mən,generated_mandarin_tonal,我們,wo3 men,wɔ˨˩˦ mən,非词汇同音词,train,7,"[""codedlang:641:02"", ""codedlang:827:02"", ""codedlang:832:03"", ""codedlang:833:02"", ""codedlang:845:02"", ""codedlang:876:01""]",[VARIANT] 偶們,[IPA] oʊ˨˩˦ mən,[VARIANT] 偶們 [IPA] oʊ˨˩˦ mən
codedlang:622:03,Crowd-AI-Lab/CodedLang,622,挖,挖,挖,wa1,wa˥,generated_mandarin_tonal,哇,wa,wa,歧义同音词,train,1,[],[VARIANT] 挖,[IPA] wa˥,[VARIANT] 挖 [IPA] wa˥
codedlang:645:01,Crowd-AI-Lab/CodedLang,645,wrnmmp,wrnmmp,wrnmmp,wrnmmp,dˌʌbəljˌuːˌɑːɹˈɛnˌɛmˌɛmpˈiː,generated_mandarin_tonal,我日你妈卖批,wo3 ri4 ni3 ma1 mai4 pi1,wɔ˨˩˦ ɻɻ̩˥˩ ni˨˩˦ ma˥ mai˥˩ pʰi˥,语音替代,train,1,[],[VARIANT] wrnmmp,[IPA] dˌʌbəljˌuːˌɑːɹˈɛnˌɛmˌɛmpˈiː,[VARIANT] wrnmmp [IPA] dˌʌbəljˌuːˌɑːɹˈɛnˌɛmˌɛmpˈiː
codedlang:668:01,Crowd-AI-Lab/CodedLang,668,shi wang,shi wang,shi wang,shi wang,ʂɻ̩ wɑŋ,generated_mandarin_tonal,失望,shi1 wang4,ʂɻ̩˥ wɑŋ˥˩,语音替代,train,1,[],[VARIANT] shi wang,[IPA] ʂɻ̩ wɑŋ,[VARIANT] shi wang [IPA] ʂɻ̩ wɑŋ
codedlang:672:01,Crowd-AI-Lab/CodedLang,672,mmlgb,mmlgb,mmlgb,mmlgb,ˌɛmˌɛmˈɛldʒˌiːbˈiː,generated_mandarin_tonal,妈妈了个逼,ma1 ma1 le ge4 bi1,ma˥ ma˥ lɤ kɤ˥˩ pi˥,语音替代,train,1,[],[VARIANT] mmlgb,[IPA] ˌɛmˌɛmˈɛldʒˌiːbˈiː,[VARIANT] mmlgb [IPA] ˌɛmˌɛmˈɛldʒˌiːbˈiː
codedlang:674:01,Crowd-AI-Lab/CodedLang,674,TM,TM,TM,TM,tˌiːˈɛm,generated_mandarin_tonal,他妈,ta1 ma1,tʰa˥ ma˥,语音替代,train,2,["codedlang:894:01"],[VARIANT] TM,[IPA] tˌiːˈɛm,[VARIANT] TM [IPA] tˌiːˈɛm
codedlang:674:02,Crowd-AI-Lab/CodedLang,674,MLGB,MLGB,MLGB,MLGB,ˌɛmˌɛldʒˌiːbˈiː,generated_mandarin_tonal,妈了个逼,ma1 le ge4 bi1,ma˥ lɤ kɤ˥˩ pi˥,语音替代,train,1,[],[VARIANT] MLGB,[IPA] ˌɛmˌɛldʒˌiːbˈiː,[VARIANT] MLGB [IPA] ˌɛmˌɛldʒˌiːbˈiː
codedlang:690:01,Crowd-AI-Lab/CodedLang,690,睹場,睹場,睹場,du3 chang3,tu˨˩˦ ʈʂʰɑŋ˨˩˦,generated_mandarin_tonal,賭場,du3 chang3,tu˨˩˦ ʈʂʰɑŋ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 睹場,[IPA] tu˨˩˦ ʈʂʰɑŋ˨˩˦,[VARIANT] 睹場 [IPA] tu˨˩˦ ʈʂʰɑŋ˨˩˦
codedlang:729:01,Crowd-AI-Lab/CodedLang,729,diao,diao,diao,diao,tiɑʊ,generated_mandarin_tonal,屌,diao3,tiɑʊ˨˩˦,语音替代,train,1,[],[VARIANT] diao,[IPA] tiɑʊ,[VARIANT] diao [IPA] tiɑʊ
codedlang:729:03,Crowd-AI-Lab/CodedLang,729,cao,cao,cao,cao,tsʰɑʊ,generated_mandarin_tonal,操,cao1,tsʰɑʊ˥,语音替代,train,1,[],[VARIANT] cao,[IPA] tsʰɑʊ,[VARIANT] cao [IPA] tsʰɑʊ
codedlang:746:01,Crowd-AI-Lab/CodedLang,746,吃shi,吃shi,吃shi,chi1 shi,ʈʂʰɻ̩˥ ʂɻ̩,generated_mandarin_tonal,吃屎,chi1 shi3,ʈʂʰɻ̩˥ ʂɻ̩˨˩˦,语音替代,train,1,[],[VARIANT] 吃shi,[IPA] ʈʂʰɻ̩˥ ʂɻ̩,[VARIANT] 吃shi [IPA] ʈʂʰɻ̩˥ ʂɻ̩
codedlang:749:01,Crowd-AI-Lab/CodedLang,749,幸胡,幸胡,幸胡,xing4 hu2,ɕiŋ˥˩ xu˧˥,generated_mandarin_tonal,幸福,xing4 fu2,ɕiŋ˥˩ fu˧˥,非词汇同音词,train,1,[],[VARIANT] 幸胡,[IPA] ɕiŋ˥˩ xu˧˥,[VARIANT] 幸胡 [IPA] ɕiŋ˥˩ xu˧˥
codedlang:749:02,Crowd-AI-Lab/CodedLang,749,shi了,shi了,shi了,shi le,ʂɻ̩ lɤ,generated_mandarin_tonal,死了,si3 le,sɹ̩˨˩˦ lɤ,语音替代,train,1,[],[VARIANT] shi了,[IPA] ʂɻ̩ lɤ,[VARIANT] shi了 [IPA] ʂɻ̩ lɤ
codedlang:773:01,Crowd-AI-Lab/CodedLang,773,积极,积极,积极,ji1 ji2,tɕi˥ tɕi˧˥,generated_mandarin_tonal,自己,zi4 ji3,tsɹ̩˥˩ tɕi˨˩˦,歧义同音词,train,1,[],[VARIANT] 积极,[IPA] tɕi˥ tɕi˧˥,[VARIANT] 积极 [IPA] tɕi˥ tɕi˧˥
codedlang:773:02,Crowd-AI-Lab/CodedLang,773,极贼,极贼,极贼,ji2 zei2,tɕi˧˥ tsei˧˥,generated_mandarin_tonal,鸡贼,ji1 zei2,tɕi˥ tsei˧˥,非词汇同音词,train,1,[],[VARIANT] 极贼,[IPA] tɕi˧˥ tsei˧˥,[VARIANT] 极贼 [IPA] tɕi˧˥ tsei˧˥
codedlang:779:03,Crowd-AI-Lab/CodedLang,779,mdzz,mdzz,mdzz,mdzz,ˌɛmdˌiːzˌɛdzˈɛd,generated_mandarin_tonal,妈的智障,ma1 de zhi4 zhang4,ma˥ tɤ ʈʂɻ̩˥˩ ʈʂɑŋ˥˩,语音替代,train,1,[],[VARIANT] mdzz,[IPA] ˌɛmdˌiːzˌɛdzˈɛd,[VARIANT] mdzz [IPA] ˌɛmdˌiːzˌɛdzˈɛd
codedlang:792:02,Crowd-AI-Lab/CodedLang,792,cao你吗,cao你吗,cao你吗,cao ni3 ma,tsʰɑʊ ni˨˩˦ ma,generated_mandarin_tonal,操你妈,cao1 ni3 ma1,tsʰɑʊ˥ ni˨˩˦ ma˥,语音替代,train,1,[],[VARIANT] cao你吗,[IPA] tsʰɑʊ ni˨˩˦ ma,[VARIANT] cao你吗 [IPA] tsʰɑʊ ni˨˩˦ ma
codedlang:799:02,Crowd-AI-Lab/CodedLang,799,辣,辣,辣,la4,la˥˩,generated_mandarin_tonal,啦,la,la,歧义同音词,train,1,[],[VARIANT] 辣,[IPA] la˥˩,[VARIANT] 辣 [IPA] la˥˩
codedlang:805:01,Crowd-AI-Lab/CodedLang,805,cnm,cnm,cnm,cnm,sˌiːˌɛnˈɛm,generated_mandarin_tonal,操你妈,cao1 ni3 ma1,tsʰɑʊ˥ ni˨˩˦ ma˥,语音替代,train,2,["codedlang:806:01"],[VARIANT] cnm,[IPA] sˌiːˌɛnˈɛm,[VARIANT] cnm [IPA] sˌiːˌɛnˈɛm
codedlang:865:01,Crowd-AI-Lab/CodedLang,865,马勒戈壁,马勒戈壁,马勒戈壁,ma3 le4 ge1 bi4,ma˨˩˦ lɤ˥˩ kɤ˥ pi˥˩,generated_mandarin_tonal,妈了个逼,ma1 le ge4 bi1,ma˥ lɤ kɤ˥˩ pi˥,歧义同音词,train,1,[],[VARIANT] 马勒戈壁,[IPA] ma˨˩˦ lɤ˥˩ kɤ˥ pi˥˩,[VARIANT] 马勒戈壁 [IPA] ma˨˩˦ lɤ˥˩ kɤ˥ pi˥˩
codedlang:870:01,Crowd-AI-Lab/CodedLang,870,www,www,www,www,dˌʌbəljˌuːdˌʌbəljˌuːdˈʌbəljˌuː,generated_mandarin_tonal,哈哈哈,ha1 ha1 ha1,xa˥ xa˥ xa˥,跨语言语音编码,train,1,[],[VARIANT] www,[IPA] dˌʌbəljˌuːdˌʌbəljˌuːdˈʌbəljˌuː,[VARIANT] www [IPA] dˌʌbəljˌuːdˌʌbəljˌuːdˈʌbəljˌuː
codedlang:872:01,Crowd-AI-Lab/CodedLang,872,含裹魚,含裹魚,含裹魚,han2 guo3 yu2,xan˧˥ kuɔ˨˩˦ y˧˥,generated_mandarin_tonal,韩国瑜,han2 guo2 yu2,xan˧˥ kuɔ˧˥ y˧˥,非词汇同音词,train,1,[],[VARIANT] 含裹魚,[IPA] xan˧˥ kuɔ˨˩˦ y˧˥,[VARIANT] 含裹魚 [IPA] xan˧˥ kuɔ˨˩˦ y˧˥
codedlang:873:01,Crowd-AI-Lab/CodedLang,873,一p,一p,一p,yi1 p,i˥ pˈiː,generated_mandarin_tonal,一批,yi1 pi1,i˥ pʰi˥,语音替代,train,1,[],[VARIANT] 一p,[IPA] i˥ pˈiː,[VARIANT] 一p [IPA] i˥ pˈiː
codedlang:875:02,Crowd-AI-Lab/CodedLang,875,药,药,药,yao4,jɑʊ˥˩,generated_mandarin_tonal,要,yao4,jɑʊ˥˩,歧义同音词,train,1,[],[VARIANT] 药,[IPA] jɑʊ˥˩,[VARIANT] 药 [IPA] jɑʊ˥˩
codedlang:877:01,Crowd-AI-Lab/CodedLang,877,特码,特码,特码,te4 ma3,tʰɤ˥˩ ma˨˩˦,generated_mandarin_tonal,他妈,ta1 ma1,tʰa˥ ma˥,非词汇同音词,train,1,[],[VARIANT] 特码,[IPA] tʰɤ˥˩ ma˨˩˦,[VARIANT] 特码 [IPA] tʰɤ˥˩ ma˨˩˦
codedlang:878:03,Crowd-AI-Lab/CodedLang,878,吴xiu波,吴xiu波,吴xiu波,wu2 xiu bo1,u˧˥ ɕiou puɔ˥,generated_mandarin_tonal,吴秀波,wu2 xiu4 bo1,u˧˥ ɕiou˥˩ puɔ˥,语音替代,train,1,[],[VARIANT] 吴xiu波,[IPA] u˧˥ ɕiou puɔ˥,[VARIANT] 吴xiu波 [IPA] u˧˥ ɕiou puɔ˥
codedlang:879:01,Crowd-AI-Lab/CodedLang,879,咖灰,咖灰,咖灰,ka1 hui1,kʰa˥ xuei˥,generated_mandarin_tonal,咖啡,ka1 fei1,kʰa˥ fei˥,非词汇同音词,train,1,[],[VARIANT] 咖灰,[IPA] kʰa˥ xuei˥,[VARIANT] 咖灰 [IPA] kʰa˥ xuei˥
codedlang:879:02,Crowd-AI-Lab/CodedLang,879,94,94,九四,jiu3 si4,tɕiou˨˩˦ sɹ̩˥˩,generated_mandarin_tonal,就是,jiu4 shi4,tɕiou˥˩ ʂɻ̩˥˩,歧义同音词,train,1,[],[VARIANT] 94,[IPA] tɕiou˨˩˦ sɹ̩˥˩,[VARIANT] 94 [IPA] tɕiou˨˩˦ sɹ̩˥˩
codedlang:882:01,Crowd-AI-Lab/CodedLang,882,湘当,湘当,湘当,xiang1 dang1,ɕiɑŋ˥ tɑŋ˥,generated_mandarin_tonal,相当,xiang1 dang1,ɕiɑŋ˥ tɑŋ˥,非词汇同音词,train,1,[],[VARIANT] 湘当,[IPA] ɕiɑŋ˥ tɑŋ˥,[VARIANT] 湘当 [IPA] ɕiɑŋ˥ tɑŋ˥
codedlang:886:01,Crowd-AI-Lab/CodedLang,886,捞B,捞B,捞B,lao1 B,lɑʊ˥ bˈiː,generated_mandarin_tonal,捞逼,lao1 bi1,lɑʊ˥ pi˥,语音替代,train,1,[],[VARIANT] 捞B,[IPA] lɑʊ˥ bˈiː,[VARIANT] 捞B [IPA] lɑʊ˥ bˈiː
codedlang:895:01,Crowd-AI-Lab/CodedLang,895,我擦,我擦,我擦,wo3 ca1,wɔ˨˩˦ tsʰa˥,generated_mandarin_tonal,我操,wo3 cao1,wɔ˨˩˦ tsʰɑʊ˥,非词汇同音词,train,2,["codedlang:898:01"],[VARIANT] 我擦,[IPA] wɔ˨˩˦ tsʰa˥,[VARIANT] 我擦 [IPA] wɔ˨˩˦ tsʰa˥
codedlang:896:01,Crowd-AI-Lab/CodedLang,896,抠jio,抠jio,抠jio,kou1 jio,kʰoʊ˥ tɕiɔ,generated_mandarin_tonal,抠脚,kou1 jiao3,kʰoʊ˥ tɕiɑʊ˨˩˦,语音替代,train,1,[],[VARIANT] 抠jio,[IPA] kʰoʊ˥ tɕiɔ,[VARIANT] 抠jio [IPA] kʰoʊ˥ tɕiɔ
codedlang:899:01,Crowd-AI-Lab/CodedLang,899,呆丸狼,呆丸狼,呆丸狼,dai1 wan2 lang2,tai˥ wan˧˥ lɑŋ˧˥,generated_mandarin_tonal,台湾人,tai2 wan1 ren2,tʰai˧˥ wan˥ ɻən˧˥,非词汇同音词,train,1,[],[VARIANT] 呆丸狼,[IPA] tai˥ wan˧˥ lɑŋ˧˥,[VARIANT] 呆丸狼 [IPA] tai˥ wan˧˥ lɑŋ˧˥
