序号,id,原始变种文本,还原答案,CoreHit命中,variant_mapping,语音映射片段含字母,语义片段映射,完整上下文映射,macro_category,category,reasoning,语义片段映射含英文字母,字母片段一声调映射,语义片段映射（字母归一化）
524,pcr-15#1,你的qq农场响了，菜4了,你的qq农场响了，菜死了,是,4 -> 死,否,菜4了 -> 菜死了,你的qq农场响了，菜4了 -> 你的qq农场响了，菜死了,拟音,语音符号替代,数字“4”发音与“死”相近，用数字替代汉字，属于语音符号替代。,否,,菜4了 -> 菜死了
525,pcr-361#1,你是不是吃堡了,你是不是吃饱了,是,堡 -> 饱,否,吃堡了 -> 吃饱了,你是不是吃堡了 -> 你是不是吃饱了,拟音,歧义同音词,“堡”与“饱”同音，且“吃堡”字面可理解为“吃汉堡”，但实际意图为“吃饱”，属于有效表面的同音替换。,否,,吃堡了 -> 吃饱了
526,pcr-308#1,天鸡不可泄露,天机不可泄露,是,鸡 -> 机,否,天鸡 -> 天机,天鸡不可泄露 -> 天机不可泄露,拟音,非词汇同音词,用同音字“鸡”替换“机”，表面上“天鸡”不是有效词汇，但通过同音可解码为成语“天机不可泄露”，属于非词汇同音词。,否,,天鸡 -> 天机
527,pcr-146#1,做事情tony带水,做事情拖泥带水,是,tony -> 拖泥,是,tony带水 -> 拖泥带水,做事情tony带水 -> 做事情拖泥带水,拟音,跨语言语音编码（含方言，可称非普通话音近）,使用英文名“tony”的发音近似中文“拖泥”，属于跨语言语音编码。,,,tony带水 -> 拖泥带水
528,pcr-122#1,看你那副得姓，真饿心。,看你那副德性，真恶心。,是,得姓 -> 德性；饿 -> 恶,否,得姓 -> 德性；饿心 -> 恶心,看你那副得姓，真饿心。 -> 看你那副德性，真恶心。,拟音,歧义同音词,变体“得姓”与“德性”同音，且“饿”与“恶”同音，表面形式均为有效词汇，但预期含义不同，属于同音词歧义替换。,否,,得姓 -> 德性；饿心 -> 恶心
529,pcr-266#1,轻鹅易举,轻而易举,是,鹅 -> 而,否,轻鹅易举 -> 轻而易举,轻鹅易举 -> 轻而易举,拟音,非词汇同音词,变体“鹅”与“而”发音相近，通过谐音替换，表面非有效词汇，但可解码为成语“轻而易举”。,否,,轻鹅易举 -> 轻而易举
530,pcr-68#1,煤负沐,没父母,否,煤负沐 -> 没父母,否,煤负沐 -> 没父母,煤负沐 -> 没父母,拟音,非词汇同音词,“煤负沐”与“没父母”发音相同，但表面不构成有效词汇，属于非词汇同音词。,否,,煤负沐 -> 没父母
531,pcr-191#1,别逼我珊你，XX,别逼我删你，傻逼,否,珊 -> 删；XX -> 傻逼,是,珊你 -> 删你；XX -> 傻逼,别逼我珊你，XX -> 别逼我删你，傻逼,其他,缩写,映射‘XX’替代‘傻逼’属于使用罗马字母的缩写，发音无关，归类为其他-缩写；同时‘珊’替代‘删’为同音词，但整体以缩写策略为主。,是,XX -> xi xi,珊你 -> 删你；xi xi -> 傻逼
532,pcr-231#1,窝日尼m,我日你妈,是,窝 -> 我；尼m -> 你妈,是,窝日尼m -> 我日你妈,窝日尼m -> 我日你妈,拟音,语音符号替代,“窝”为“我”的方言拟音，“尼m”使用汉字拟音加拼音首字母“m”代替“妈”，属于使用拼音符号的语音替代，因此整体归为语音符号替代。,是,m -> mo,窝日尼mo -> 我日你妈
533,pcr-367#1,仙走一步了,先走一步了,是,仙 -> 先,否,仙走一步 -> 先走一步,仙走一步了 -> 先走一步了,拟音,歧义同音词,“仙”与“先”同音（xian1），表面“仙走一步”可理解为仙人走一步，但实际意指“先走一步”，构成同音歧义。,否,,仙走一步 -> 先走一步
534,pcr-398#1,辣好吧，就这样吧,那好吧，就这样吧,否,辣 -> 那,否,辣好吧 -> 那好吧,辣好吧，就这样吧 -> 那好吧，就这样吧,拟音,非词汇同音词,“辣”（la4）与“那”（na4）发音相近，替换后“辣好吧”无法构成有效词汇表达，需通过语音解码为“那好吧”，符合非词汇同音词定义。,否,,辣好吧 -> 那好吧
535,pcr-219#1,我是种地的你这个咋种,我是种地的，你这个杂种,否,咋 -> 杂,否,你这个咋种 -> 你这个杂种,我是种地的你这个咋种 -> 我是种地的，你这个杂种,拟音,非词汇同音词,“咋”与“杂”发音相近，使用同音字替换形成非词汇表达“咋种”，解码为“杂种”，属于非词汇同音词。,否,,你这个咋种 -> 你这个杂种
536,pcr-27#1,你是亚里士多德的妹妹，珍妮玛士多吗？,你是亚里士多德的妹妹，真你妈事多吗？,否,珍妮玛士 -> 真你妈事,否,珍妮玛士多 -> 真你妈事多,你是亚里士多德的妹妹，珍妮玛士多吗？ -> 你是亚里士多德的妹妹，真你妈事多吗？,拟音,歧义同音词,变体“珍妮玛士”是一个表面有效的人名，通过同音字映射到脏话短语“真你妈事”，属于歧义同音词。,否,,珍妮玛士多 -> 真你妈事多
537,pcr-187#1,woc！老资有钱，别在评论区粑粑,我操！老子有钱，别在评论区叭叭,否,woc -> 我操,是,wo c -> 我操,woc！老资有钱，别在评论区粑粑 -> 我操！老子有钱，别在评论区叭叭,拟音,语音符号替代,woc是拼音字母缩写，根据发音代替标准汉字“我操”。,是,c -> ci,wo ci -> 我操
538,pcr-399#1,没有买卖就没有上海,没有买卖就没有伤害,是,上海 -> 伤害,否,上海 -> 伤害,没有买卖就没有上海 -> 没有买卖就没有伤害,拟音,歧义同音词,“上海”表面为地名，但音近“伤害”，符合歧义同音词定义。,否,,上海 -> 伤害
539,pcr-105#1,别再zhuang了，都知道你那副德行。,别再装了，都知道你那副德行。,是,zhuang -> 装,是,zhuang了 -> 装了,别再zhuang了，都知道你那副德行。 -> 别再装了，都知道你那副德行。,拟音,语音符号替代,用拼音“zhuang”代替汉字“装”，属于语音符号替代。,,,zhuang了 -> 装了
540,pcr-149#1,菜b别玩了,菜逼别玩了,是,b -> 逼,是,菜b -> 菜逼,菜b别玩了 -> 菜逼别玩了,其他,缩写,b是'逼'的拼音首字母缩写，发音上不近似，属于其他类别中的缩写。,是,b -> bo,菜bo -> 菜逼
541,pcr-1#1,希望你在学校好好吃饭不要勾史,希望你在学校好好吃饭不要狗屎,是,勾史 -> 狗屎,否,勾史 -> 狗屎,希望你在学校好好吃饭不要勾史 -> 希望你在学校好好吃饭不要狗屎,拟音,非词汇同音词,变体“勾史”本身不是有效词汇，通过语音近似解码为“狗屎”，发音相近，属于拟音大类中的非词汇同音词。,否,,勾史 -> 狗屎
542,pcr-216#1,你比李时珍见啊,你比李时珍贱啊,是,见 -> 贱,否,你比李时珍见啊 -> 你比李时珍贱啊,你比李时珍见啊 -> 你比李时珍贱啊,拟音,非词汇同音词,“见”与“贱”同音，但替换后字面“你比李时珍见啊”不构成有效表达，需通过语音解码，属于非词汇同音词。,否,,你比李时珍见啊 -> 你比李时珍贱啊
543,pcr-489#1,我们之间的gone she，是可以进一步了吗,我们之间的关系，是可以进一步了吗,是,gone she -> 关系,是,gone she -> 关系,我们之间的gone she，是可以进一步了吗 -> 我们之间的关系，是可以进一步了吗,拟音,跨语言语音编码（含方言，可称非普通话音近）,变体“gone she”通过英语单词的发音近似中文“关系”，属于跨语言语音编码。,,,gone she -> 关系
544,pcr-80#1,你真是嬴政回皇宫，皇到家了,你真是嬴政回皇宫，黄到家了,是,皇 -> 黄,否,皇到家了 -> 黄到家了,你真是嬴政回皇宫，皇到家了 -> 你真是嬴政回皇宫，黄到家了,拟音,歧义同音词,利用“皇”与“黄”同音，将“黄到家了”替换为“皇到家了”，表面意为皇帝到家，实际暗示色情含义，属于歧义同音词。,否,,皇到家了 -> 黄到家了
545,pcr-127#1,你这ch真是一言难尽,你这蠢货真是一言难尽,是,ch -> 蠢货,是,ch -> 蠢货,你这ch真是一言难尽 -> 你这蠢货真是一言难尽,其他,缩写,使用拼音首字母“ch”代替“蠢货”，属于发音无关的缩写。,是,ch -> chi,chi -> 蠢货
546,pcr-394#1,大家都不要椒虑,大家都不要焦虑,是,椒 -> 焦,否,椒虑 -> 焦虑,大家都不要椒虑 -> 大家都不要焦虑,拟音,非词汇同音词,“椒”与“焦”同音，而“椒虑”并非有效词汇，需通过语音解码为“焦虑”，符合非词汇同音词定义。,否,,椒虑 -> 焦虑
547,pcr-21#1,你真是64.5克的黄金，全价4万了。,你真是64.5克的黄金，全家死完了。,是,价4万 -> 家死完,否,全价4万 -> 全家死完,你真是64.5克的黄金，全价4万了。 -> 你真是64.5克的黄金，全家死完了。,拟音,语音符号替代,通过数字“4”和近音汉字“价”“万”模拟“家死完”的发音，属于语音符号替代。,否,,全价4万 -> 全家死完
548,pcr-405#1,懂王在政治和金钱中选择了政钱,懂王在政治和金钱中选择了挣钱,否,政 -> 挣,否,政钱 -> 挣钱,懂王在政治和金钱中选择了政钱 -> 懂王在政治和金钱中选择了挣钱,拟音,非词汇同音词,“政”与“挣”同音，替换后“政钱”不能构成有效词汇，但通过语音可解码为“挣钱”，属于非词汇同音词。,否,,政钱 -> 挣钱
549,pcr-354#1,郑在过年,正在过年,是,郑 -> 正,否,郑在 -> 正在,郑在过年 -> 正在过年,拟音,歧义同音词,变体'郑在'表面为姓氏+在，但通过同音替换为'正在'，形成有效表达而产生歧义。,否,,郑在 -> 正在
550,pcr-427#1,考试时不要6神无主,考试时不要六神无主,是,6 -> 六,否,6神无主 -> 六神无主,考试时不要6神无主 -> 考试时不要六神无主,拟音,语音符号替代,数字“6”替代汉字“六”，发音相同，属于语音符号替代。,否,,6神无主 -> 六神无主
551,pcr-461#1,已经太婉了,已经太晚了,是,婉 -> 晚,否,太婉了 -> 太晚了,已经太婉了 -> 已经太晚了,拟音,歧义同音词,“婉”与“晚”发音相同，且“婉”本身是有效词汇，通过同音替换表达“晚”的含义，属于歧义同音词。,否,,太婉了 -> 太晚了
552,pcr-469#1,评论区已经满屏2333,评论区已经满屏哈哈哈,是,2333 -> 哈哈哈,否,满屏2333 -> 满屏哈哈哈,评论区已经满屏2333 -> 评论区已经满屏哈哈哈,其他,缩写,2333是数字符号，表达笑声，发音与'哈哈哈'无关，属于数字缩写约定。,否,,满屏2333 -> 满屏哈哈哈
553,pcr-137#1,你真太6了，6到爆炸,你真太6了，6到爆炸,否,6 -> 6,否,6 -> 6,你真太6了，6到爆炸 -> 你真太6了，6到爆炸,拟音,语音符号替代,数字6常作为语音符号替代，读音与“溜”相近，但本句还原答案未变，仍按语音符号替代归类。,否,,6 -> 6
554,pcr-256#1,你的螂来了,你的郎来了,否,螂 -> 郎,否,你的螂来了 -> 你的郎来了,你的螂来了 -> 你的郎来了,拟音,歧义同音词,变体“螂”与“郎”同音，字面含义为蟑螂，实际指情郎，属于歧义同音词。,否,,你的螂来了 -> 你的郎来了
555,pcr-355#1,过乔米线,过桥米线,是,乔 -> 桥,否,过乔米线 -> 过桥米线,过乔米线 -> 过桥米线,拟音,非词汇同音词,变体“过乔米线”中的“乔”与“桥”同音，通过同音字替换形成非现有词汇表达，需经语音解码为“过桥米线”，属于非词汇同音词。,否,,过乔米线 -> 过桥米线
556,pcr-411#1,这属于美国独有的zzzq,这属于美国独有的政治正确,是,zzzq -> 政治正确,是,zzzq -> 政治正确,这属于美国独有的zzzq -> 这属于美国独有的政治正确,其他,缩写,zzzq 是“政治正确”的拼音首字母缩写，发音上不直接对应，属于缩写。,是,zzzq -> zi zi zi qi,zi zi zi qi -> 政治正确
557,pcr-111#1,你浮木真失败，养出你zh么个祸h。,你父母真失败，养出你这么个祸害。,是,浮木 -> 父母,否,浮木 -> 父母,你浮木真失败，养出你zh么个祸h。 -> 你父母真失败，养出你这么个祸害。,拟音,歧义同音词,“浮木”与“父母”普通话发音相近，且“浮木”是现有词汇，通过同音替换表达“父母”，符合歧义同音词定义。,否,,浮木 -> 父母
558,pcr-391#1,现在有点脚头烂额了,现在有点焦头烂额了,是,脚 -> 焦,否,脚头烂额 -> 焦头烂额,现在有点脚头烂额了 -> 现在有点焦头烂额了,拟音,非词汇同音词,变体“脚”与“焦”发音相近，组合“脚头烂额”并非有效词汇，需通过语音解码为成语“焦头烂额”，符合非词汇同音词定义。,否,,脚头烂额 -> 焦头烂额
559,pcr-422#1,这个就业率，看的我蕉绿,这个就业率，看的我焦虑,是,蕉绿 -> 焦虑,否,看的我蕉绿 -> 看的我焦虑,这个就业率，看的我蕉绿 -> 这个就业率，看的我焦虑,拟音,非词汇同音词,“蕉绿”与“焦虑”发音相近，且“蕉绿”不是有效词汇，属于非词汇同音词。,否,,看的我蕉绿 -> 看的我焦虑
560,pcr-139#1,待批，纯是个待批,呆逼，纯是个呆逼,否,待批 -> 呆逼,否,待批 -> 呆逼,待批，纯是个待批 -> 呆逼，纯是个呆逼,拟音,歧义同音词,待批（dài pī）与呆逼（dāi bī）发音相近，且待批为有效词汇，通过谐音表达骂人含义，符合歧义同音词定义。,否,,待批 -> 呆逼
561,pcr-116#1,你真是一坨10，不值一提。,你真是一坨屎，不值一提。,是,10 -> 屎,否,一坨10 -> 一坨屎,你真是一坨10，不值一提。 -> 你真是一坨屎，不值一提。,拟音,语音符号替代,用数字“10”代替汉字“屎”，两者发音相近，属于利用数字符号的语音替代。,否,,一坨10 -> 一坨屎
562,pcr-350#1,我想和你1314在一起,我想和你一生一世在一起,是,1314 -> 一生一世,否,1314 -> 一生一世,我想和你1314在一起 -> 我想和你一生一世在一起,拟音,语音符号替代,使用数字1314谐音“一生一世”，属于语音符号替代。,否,,1314 -> 一生一世
563,pcr-309#1,大家信教吗？我是“回笼教”的，我们的主要任务是睡觉。,大家信教吗？我是“回笼觉”的，我们的主要任务是睡觉。,否,教 -> 觉,否,回笼教 -> 回笼觉,大家信教吗？我是“回笼教”的，我们的主要任务是睡觉。 -> 大家信教吗？我是“回笼觉”的，我们的主要任务是睡觉。,拟音,歧义同音词,使用同音字“教”替换“觉”，形成幽默的双关，表面是教派，实指睡觉，属于歧义同音词。,否,,回笼教 -> 回笼觉
564,pcr-351#1,你汁倒的太多了,你知道的太多了,否,汁倒 -> 知道,否,汁倒 -> 知道,你汁倒的太多了 -> 你知道的太多了,拟音,非词汇同音词,“汁倒”与“知道”发音相近，但“汁倒”不构成有效词汇，属于非词汇同音词。,否,,汁倒 -> 知道
565,pcr-205#1,烙铁有点想让你噶,老铁有点想让你嘎,是,烙 -> 老；噶 -> 嘎,否,烙铁 -> 老铁；噶 -> 嘎,烙铁有点想让你噶 -> 老铁有点想让你嘎,拟音,歧义同音词,“烙铁”表面是有效词汇，同音映射为“老铁”；“噶”也是有效汉字，同音映射为“嘎”，均属歧义同音词。,否,,烙铁 -> 老铁；噶 -> 嘎
